90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
90;0
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
67,5;32
45;47
45;47
45;47
45;47
45;47
45;47
45;47
45;47
45;47
45;47
45;47
22,5;62
22,5;62
22,5;62
22,5;62
22,5;62
22,5;62
22,5;62
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
0;90
-22,5;62
-22,5;62
-22,5;62
-22,5;62
-22,5;62
-22,5;62
-45;47
-45;47
-45;47
-45;47
-45;47
-45;47
-67,5;32
-67,5;32
-67,5;32
-67,5;32
-67,5;32
-67,5;32
-90;0
-90;0
-90;0
-90;0
-90;0
-90;0
